Datetime,Junction,Vehicles,ID,Temperature,Humidity,Precipitation,Windspeed,Event Name,Location,Type,Description
2015-11-01,1,0.12962962962962965,20151101001,0.371841155234657,0.7409638554216865,0.0,0.07073170731707318,Diwali Festival,Pan India,Public Holiday,Annual Hindu festival of lights
2015-11-02,1,0.12037037037037036,20151102001,0.3646209386281589,0.7680722891566264,0.004387632725889958,0.06097560975609756,Pro Kabaddi League Final,Hyderabad,Sports,Final match of the Pro Kabaddi League Season 2
2015-11-03,1,0.18518518518518517,20151103001,0.34296028880866425,0.7786144578313251,0.011700353935706558,0.07073170731707318,No Event,NA,NA,NA
2015-11-04,1,0.15740740740740738,20151104001,0.3393501805054152,0.700301204819277,0.0,0.026829268292682923,No Event,NA,NA,NA
2015-11-05,1,0.16666666666666669,20151105001,0.36101083032490977,0.5496987951807228,0.021938163629449794,0.08780487804878048,No Event,NA,NA,NA
2015-11-06,1,0.1388888888888889,20151106001,0.3212996389891697,0.6189759036144579,0.0,0.053658536585365846,No Event,NA,NA,NA
2015-11-07,1,0.1388888888888889,20151107001,0.3140794223826715,0.7018072289156626,0.0029250884839266394,0.07073170731707318,No Event,NA,NA,NA
2015-11-08,1,0.1111111111111111,20151108001,0.3212996389891697,0.680722891566265,0.0029250884839266394,0.06097560975609756,Coldplay Concert,Mumbai,Concert,Live performance by the band Coldplay
2015-11-09,1,0.1111111111111111,20151109001,0.3212996389891697,0.700301204819277,0.010237809693743235,0.053658536585365846,No Event,NA,NA,NA
2015-11-10,1,0.16666666666666669,20151110001,0.3285198555956679,0.6475903614457831,0.021938163629449794,0.0,No Event,NA,NA,NA
2015-11-11,1,0.25,20151111001,0.29963898916967513,0.6099397590361445,0.0,0.1414634146341463,No Event,NA,NA,NA
2015-11-12,1,0.19444444444444442,20151112001,0.332129963898917,0.6204819277108432,0.0,0.13170731707317074,No Event,NA,NA,NA
2015-11-13,1,0.21296296296296297,20151113001,0.3646209386281589,0.6129518072289154,0.0,0.16585365853658535,No Event,NA,NA,NA
2015-11-14,1,0.18518518518518517,20151114001,0.37545126353790614,0.6475903614457831,0.0,0.17560975609756097,No Event,NA,NA,NA
2015-11-15,1,0.12962962962962965,20151115001,0.3537906137184116,0.6069277108433734,0.0,0.1146341463414634,No Event,NA,NA,NA
2015-11-16,1,0.14814814814814814,20151116001,0.3249097472924187,0.5768072289156626,0.0,0.17560975609756097,No Event,NA,NA,NA
2015-11-17,1,0.20370370370370372,20151117001,0.296028880866426,0.6204819277108432,0.0,0.17560975609756097,No Event,NA,NA,NA
2015-11-18,1,0.21296296296296297,20151118001,0.2743682310469314,0.6731927710843372,0.0,0.08780487804878048,No Event,NA,NA,NA
2015-11-19,1,0.28703703703703703,20151119001,0.27797833935018057,0.7063253012048191,0.0,0.07073170731707318,No Event,NA,NA,NA
2015-11-20,1,0.21296296296296297,20151120001,0.29963898916967513,0.7063253012048191,0.0,0.03414634146341464,No Event,NA,NA,NA
2015-11-21,1,0.14814814814814814,20151121001,0.31768953068592054,0.6566265060240962,0.0,0.043902439024390255,No Event,NA,NA,NA
2015-11-22,1,0.12962962962962965,20151122001,0.28519855595667865,0.6400602409638555,0.0,0.1146341463414634,No Event,NA,NA,NA
2015-11-23,1,0.18518518518518517,20151123001,0.2707581227436823,0.6099397590361445,0.0,0.07073170731707318,No Event,NA,NA,NA
2015-11-24,1,0.20370370370370372,20151124001,0.2635379061371841,0.5813253012048192,0.0,0.12195121951219512,No Event,NA,NA,NA
2015-11-25,1,0.18518518518518517,20151125001,0.27797833935018057,0.6385542168674697,0.0,0.13170731707317074,Guru Nanak Jayanti,Amritsar,Public Holiday,Birthday of Guru Nanak(founder of Sikhism)
2015-11-26,1,0.19444444444444442,20151126001,0.2527075812274368,0.6234939759036143,0.010237809693743235,0.07073170731707318,No Event,NA,NA,NA
2015-11-27,1,0.17592592592592593,20151127001,0.20938628158844763,0.7876506024096385,0.07312721209816597,0.07804878048780486,No Event,NA,NA,NA
2015-11-28,1,0.18518518518518517,20151128001,0.23826714801444043,0.8463855421686745,0.09067774300172582,0.07073170731707318,No Event,NA,NA,NA
2015-11-29,1,0.19444444444444442,20151129001,0.25631768953068595,0.8569277108433734,0.04241378301693626,0.07073170731707318,No Event,NA,NA,NA
2015-11-30,1,0.17592592592592593,20151130001,0.27797833935018057,0.8584337349397589,0.005850176967853279,0.053658536585365846,No Event,NA,NA,NA
2015-12-01,1,0.18518518518518517,20151201001,0.24187725631768953,0.8072289156626505,0.0,0.08780487804878048,Cricket Test Match,Delhi,Sports,Test match between India and South Africa
2015-12-02,1,0.18518518518518517,20151202001,0.19494584837545126,0.7816265060240962,0.004387632725889958,0.03414634146341464,No Event,NA,NA,NA
2015-12-03,1,0.20370370370370372,20151203001,0.19494584837545126,0.7545180722891566,0.0,0.1414634146341463,No Event,NA,NA,NA
2015-12-04,1,0.16666666666666669,20151204001,0.22021660649819497,0.7153614457831324,0.0,0.08780487804878048,No Event,NA,NA,NA
2015-12-05,1,0.15740740740740738,20151205001,0.23104693140794225,0.7545180722891566,0.0,0.08780487804878048,ISL Match,Delhi,Sports,Indian Super League match between Delhi Dynamos and Mumbai City FC
2015-12-06,1,0.12037037037037036,20151206001,0.22743682310469315,0.7771084337349398,0.0,0.026829268292682923,No Event,NA,NA,NA
